,Week,Price,Sales,Remaining,foresight,Choice,diff,revenue,perfect
14,15,36,87,0,"Your revenue: $82,770, Perfect foresight strategy: $86,304, Difference: 4.1%",0,4.1,82770,86304
0,1,60,72,1928,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
1,2,60,100,1828,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
2,3,60,96,1732,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
3,4,54,59,1673,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",1,15.5,81810,96864
4,5,48,97,1576,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",2,15.5,81810,96864
5,6,48,96,1480,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
6,7,36,295,1185,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",3,15.5,81810,96864
7,8,36,273,912,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
8,9,36,230,682,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
9,10,36,151,531,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
10,11,36,273,258,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
11,12,36,251,7,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
12,13,36,7,0,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
13,14,36,0,0,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
14,15,36,0,0,"Your revenue: $81,810, Perfect foresight strategy: $96,864, Difference: 15.5%",0,15.5,81810,96864
0,1,60,48,1952,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
1,2,60,40,1912,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
2,3,54,60,1852,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",1,9.6,56322,62316
3,4,54,35,1817,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
4,5,48,68,1749,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",2,9.6,56322,62316
5,6,48,103,1646,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
6,7,48,49,1597,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
7,8,36,126,1471,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",3,9.6,56322,62316
8,9,36,125,1346,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
9,10,36,126,1220,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
10,11,36,143,1077,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
11,12,36,120,957,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
12,13,36,150,807,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
13,14,36,39,768,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
14,15,36,153,615,"Your revenue: $56,322, Perfect foresight strategy: $62,316, Difference: 9.6%",0,9.6,56322,62316
0,1,60,99,1901,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
1,2,60,92,1809,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
2,3,54,99,1710,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",1,16,89586,106656
3,4,54,175,1535,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
4,5,54,101,1434,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
5,6,48,174,1260,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",2,16,89586,106656
6,7,48,183,1077,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
7,8,48,164,913,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
8,9,36,225,688,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",3,16,89586,106656
9,10,36,351,337,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
10,11,36,302,35,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
11,12,36,35,0,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
12,13,36,0,0,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
13,14,36,0,0,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
14,15,36,0,0,"Your revenue: $89,586, Perfect foresight strategy: $106,656, Difference: 16.0%",0,16,89586,106656
0,1,60,126,1874,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
1,2,60,167,1707,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
2,3,60,123,1584,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
3,4,54,140,1444,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",1,13.9,101058,117414
4,5,54,143,1301,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
5,6,54,196,1105,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
6,7,54,118,987,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
7,8,48,227,760,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",2,13.9,101058,117414
8,9,48,281,479,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
9,10,48,186,293,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
10,11,36,293,0,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",3,13.9,101058,117414
11,12,36,0,0,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
12,13,36,0,0,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
13,14,36,0,0,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
14,15,36,0,0,"Your revenue: $101,058, Perfect foresight strategy: $117,414, Difference: 13.9%",0,13.9,101058,117414
0,1,60,57,1943,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
1,2,60,62,1881,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
2,3,60,51,1830,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
3,4,54,40,1790,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",1,2.9,78048,80412
4,5,48,112,1678,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",2,2.9,78048,80412
5,6,48,131,1547,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
6,7,48,92,1455,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
7,8,36,147,1308,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",3,2.9,78048,80412
8,9,36,217,1091,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
9,10,36,171,920,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
10,11,36,221,699,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
11,12,36,165,534,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
12,13,36,191,343,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
13,14,36,100,243,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
14,15,36,166,77,"Your revenue: $78,048, Perfect foresight strategy: $80,412, Difference: 2.9%",0,2.9,78048,80412
0,1,60,100,1900,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
1,2,60,63,1837,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
2,3,54,208,1629,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",1,18.6,86730,106590
3,4,54,91,1538,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
4,5,48,276,1262,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",2,18.6,86730,106590
5,6,48,177,1085,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
6,7,36,207,878,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",3,18.6,86730,106590
7,8,36,335,543,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
8,9,36,197,346,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
9,10,36,328,18,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
10,11,36,18,0,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
11,12,36,0,0,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
12,13,36,0,0,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
13,14,36,0,0,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
14,15,36,0,0,"Your revenue: $86,730, Perfect foresight strategy: $106,590, Difference: 18.6%",0,18.6,86730,106590
0,1,60,94,1906,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
1,2,60,128,1778,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
2,3,60,42,1736,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
3,4,54,65,1671,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",1,15.8,86622,102888
4,5,54,138,1533,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
5,6,54,108,1425,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
6,7,48,116,1309,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",2,15.8,86622,102888
7,8,48,108,1201,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
8,9,36,299,902,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",3,15.8,86622,102888
9,10,36,266,636,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
10,11,36,135,501,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
11,12,36,483,18,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
12,13,36,18,0,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
13,14,36,0,0,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
14,15,36,0,0,"Your revenue: $86,622, Perfect foresight strategy: $102,888, Difference: 15.8%",0,15.8,86622,102888
0,1,60,62,1938,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
1,2,60,51,1887,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
2,3,54,52,1835,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",1,4.3,81954,85656
3,4,54,77,1758,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
4,5,54,76,1682,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
5,6,48,179,1503,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",2,4.3,81954,85656
6,7,48,117,1386,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
7,8,36,223,1163,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",3,4.3,81954,85656
8,9,36,209,954,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
9,10,36,172,782,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
10,11,36,152,630,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
11,12,36,152,478,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
12,13,36,201,277,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
13,14,36,185,92,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
14,15,36,92,0,"Your revenue: $81,954, Perfect foresight strategy: $85,656, Difference: 4.3%",0,4.3,81954,85656
0,1,60,103,1897,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
1,2,60,103,1794,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
2,3,60,113,1681,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
3,4,60,178,1503,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
4,5,60,110,1393,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
5,6,54,139,1254,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",1,7.2,98304,105912
6,7,54,109,1145,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
7,8,48,109,1036,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",2,7.2,98304,105912
8,9,48,148,888,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
9,10,48,211,677,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
10,11,48,138,539,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
11,12,36,215,324,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",3,7.2,98304,105912
12,13,36,136,188,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
13,14,36,188,0,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
14,15,36,0,0,"Your revenue: $98,304, Perfect foresight strategy: $105,912, Difference: 7.2%",0,7.2,98304,105912
0,1,60,114,1886,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
1,2,60,154,1732,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
2,3,60,71,1661,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
3,4,54,111,1550,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",1,17.9,92676,112914
4,5,54,166,1384,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
5,6,54,95,1289,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
6,7,48,287,1002,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",2,17.9,92676,112914
7,8,48,200,802,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
8,9,36,313,489,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",3,17.9,92676,112914
9,10,36,320,169,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
10,11,36,169,0,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
11,12,36,0,0,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
12,13,36,0,0,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
13,14,36,0,0,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
14,15,36,0,0,"Your revenue: $92,676, Perfect foresight strategy: $112,914, Difference: 17.9%",0,17.9,92676,112914
0,1,60,55,1945,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
1,2,60,60,1885,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
2,3,60,65,1820,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
3,4,60,44,1776,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
4,5,54,75,1701,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",1,10.9,68640,77028
5,6,54,59,1642,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
6,7,48,109,1533,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",2,10.9,68640,77028
7,8,48,96,1437,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
8,9,36,114,1323,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",3,10.9,68640,77028
9,10,36,171,1152,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
10,11,36,151,1001,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
11,12,36,147,854,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
12,13,36,164,690,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
13,14,36,157,533,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
14,15,36,155,378,"Your revenue: $68,640, Perfect foresight strategy: $77,028, Difference: 10.9%",0,10.9,68640,77028
0,1,60,84,1916,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
1,2,60,115,1801,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
2,3,60,49,1752,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
3,4,54,74,1678,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",1,11.4,88080,99414
4,5,54,113,1565,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
5,6,54,117,1448,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
6,7,54,78,1370,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
7,8,48,145,1225,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",2,11.4,88080,99414
8,9,48,126,1099,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
9,10,36,386,713,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",3,11.4,88080,99414
10,11,36,321,392,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
11,12,36,57,335,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
12,13,36,303,32,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
13,14,36,32,0,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
14,15,36,0,0,"Your revenue: $88,080, Perfect foresight strategy: $99,414, Difference: 11.4%",0,11.4,88080,99414
0,1,60,82,1918,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
1,2,60,54,1864,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
2,3,54,23,1841,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",1,11.3,79062,89112
3,4,48,145,1696,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",2,11.3,79062,89112
4,5,48,137,1559,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
5,6,36,249,1310,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",3,11.3,79062,89112
6,7,36,187,1123,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
7,8,36,117,1006,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
8,9,36,243,763,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
9,10,36,246,517,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
10,11,36,147,370,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
11,12,36,177,193,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
12,13,36,193,0,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
13,14,36,0,0,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
14,15,36,0,0,"Your revenue: $79,062, Perfect foresight strategy: $89,112, Difference: 11.3%",0,11.3,79062,89112
0,1,60,120,1880,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
1,2,60,54,1826,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
2,3,54,190,1636,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",1,22.4,88386,113892
3,4,54,107,1529,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
4,5,48,192,1337,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",2,22.4,88386,113892
5,6,48,208,1129,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
6,7,48,172,957,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
7,8,36,304,653,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",3,22.4,88386,113892
8,9,36,405,248,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
9,10,36,248,0,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
10,11,36,0,0,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
11,12,36,0,0,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
12,13,36,0,0,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
13,14,36,0,0,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
14,15,36,0,0,"Your revenue: $88,386, Perfect foresight strategy: $113,892, Difference: 22.4%",0,22.4,88386,113892
0,1,60,122,1878,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
1,2,60,118,1760,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
2,3,54,148,1612,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",1,25.1,87600,116892
3,4,54,146,1466,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
4,5,48,222,1244,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",2,25.1,87600,116892
5,6,48,157,1087,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
6,7,36,374,713,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",3,25.1,87600,116892
7,8,36,329,384,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
8,9,36,384,0,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
9,10,36,0,0,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
10,11,36,0,0,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
11,12,36,0,0,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
12,13,36,0,0,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
13,14,36,0,0,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
14,15,36,0,0,"Your revenue: $87,600, Perfect foresight strategy: $116,892, Difference: 25.1%",0,25.1,87600,116892
0,1,60,95,1905,"Your revenue: $88,932, Perfect foresight strategy: $107,844, Difference: 17.5%",0,17.5,88932,107844
1,2,60,151,1754,"Your revenue: $88,932, Perfect foresight strategy: $107,844, Difference: 17.5%",0,17.5,88932,107844
2,3,60,117,1637,"Your revenue: $88,932, Perfect foresight strategy: $107,844, Difference: 17.5%",0,17.5,88932,107844
3,4,54,127,1510,"Your revenue: $88,932, Perfect foresight strategy: $107,844, Difference: 17.5%",1,17.5,88932,107844
4,5,54,123,1387,"Your revenue: $88,932, Perfect foresight strategy: $107,844, Difference: 17.5%",0,17.5,88932,107844
